year,tu,td
1821,-0.0725737887160156,-0.09047080944736
1822,-0.0706716456490464,-0.0890832840483742
1823,-0.0695115597534817,-0.0877116976097881
1824,-0.0922867708031429,-0.0880323187391784
1825,-0.0800757226119372,-0.0874747204825814
1826,-0.0645897618122913,-0.0858709425789674
1827,-0.0528367779588052,-0.0835559083223864
1828,-0.0455074494321785,-0.0808894723233607
1829,-0.0421574194382601,-0.0781751300571728
1830,-0.0393987669754862,-0.0754576825324082
1831,-0.0385707310573432,-0.0728726449730357
1832,-0.2145631197031,-0.0828023134421186
1833,-0.2162353743461,-0.0921533023502696
1834,-0.145374082323485,-0.0958830146107926
1835,-0.100108562548756,-0.096179141010285
1836,-0.204514889868822,-0.103771310290291
1837,-0.190420664759704,-0.109843697051508
1838,-0.12886035768896,-0.11117638462898
1839,-0.090865479660076,-0.10975299640876
1840,-0.0729006596598287,-0.107170384649395
1841,-0.0656194929771329,-0.104258498161002
1842,-0.0635674241491907,-0.101406867694255
1843,-0.0631597962178015,-0.0987265129251848
1844,-0.0626659867853838,-0.0961993912533076
1845,-0.0620615246377665,-0.0938070095608905
1846,-0.0611609998594591,-0.0915191772010141
1847,-0.0711638320927002,-0.0900926746158235
1848,-0.0686156079860188,-0.0885875617864068
1849,-0.0610698230920846,-0.0866591186587087
1850,-0.0541344985574342,-0.0843797932820114
1851,-0.049430091019566,-0.0819305181474592
1852,-0.045594776460521,-0.0793841093700386
1853,-0.0426795786454403,-0.0768118558568587
1854,-0.0530702206994425,-0.075148042065027
1855,-0.0593710717789703,-0.0740423919873801
1856,-0.05089246528102,-0.0724200451237984
1857,-0.0468799683196549,-0.070630196541364
1858,-0.0567290548588947,-0.0696560045322566
1859,-0.0481162496065796,-0.0681464985070651
1860,-0.0386000826399084,-0.0660758856830948
1861,-0.0321789825895668,-0.0637003907143004
1862,-0.0329961238710831,-0.0615486356939277
1863,-0.0862596235887954,-0.0632803817256
1864,-0.0749892366724632,-0.0641009382802762
1865,-0.0510529212694824,-0.0631865332481597
1866,-0.0375228559910381,-0.0613880227459807
1867,-0.0297109265706868,-0.0591680918460161
1868,-0.0261713903241181,-0.0568556830033615
1869,-0.0234377928699669,-0.0545137572628132
1870,-0.0189151828076344,-0.0520190091649942
1871,-0.0164395105497603,-0.0495255979020386
1872,-0.0123581194334146,-0.0469209010109575
1873,-0.0093877771761532,-0.0442905796926144
1874,-0.0234925750096351,-0.0428330555244312
1875,-0.0186948583358079,-0.0411414506654525
1876,-0.0149669559589525,-0.039307142076421
1877,-0.012753047984018,-0.0374462311624254
1878,-0.00835689263456314,-0.0354076503183928
1879,-0.00511490184436797,-0.0332847345053331
1880,-0.00291044940419047,-0.031156104605445
1881,-0.00243534913986054,-0.0291433540624169
1882,0.000323685980615709,-0.0270783038962011
1883,0.00540104238309312,-0.0248021513089482
1884,-0.0283785060756387,-0.0250527822509979
1885,-0.144809969651146,-0.0334453659440003
1886,-0.0976059611481721,-0.0379417404559086
1887,-0.0473635661728073,-0.0386020220021489
1888,-0.0305012855102057,-0.0380343223887935
1889,-0.0149824373147182,-0.0364188462828023
1890,-0.00502226271341843,-0.0342185737062599
1891,-0.00943503532851695,-0.0324817433367477
1892,-0.0189156655230549,-0.0315310326035641
1893,-0.00531257275476686,-0.0296936429373604
1894,0.00897634691662707,-0.0269836500483929
1895,0.0156571736650599,-0.0239953811225541
1896,0.0186722168235016,-0.0210052358584946
1897,0.0202277505152653,-0.0181156281734215
1898,0.0205730079560568,-0.0154043285534676
1899,0.0219307226463612,-0.0127878881653836
1900,0.0222837237163313,-0.010330069604713
1901,0.0237819988409269,-0.00793949584804259
1902,0.025583401947576,-0.00559021117052564
1903,0.0206614526282506,-0.0037504945715074
1904,-0.0362940231259349,-0.00603114505260168
1905,-0.0192547948037176,-0.00695785842715988
1906,0.00825489259089691,-0.00589174883581446
1907,0.0256822491602913,-0.00367904305624737
1908,0.021172361983826,-0.00193745659103902
1909,0.027618193841656,0.000133803391284244
1910,0.03475988282741,0.00256039903816794
1911,0.0366911766524526,0.00495228393337701
1912,0.039276229903102,0.00735770606693534
1913,0.0097477690937277,0.00752520168385295
1914,-0.00322618641518458,0.0067717444058724
1915,0.0192873582787056,0.00764883862608055
1916,0.0412653663714163,0.0100046848904737
1917,0.0526745815633953,0.012994991249312
1918,0.0590330301666122,0.0162213370166364
1919,0.0638580431547531,0.0195597173827956
1920,0.0686717823933728,0.0230014908987369
1921,0.0688655671102594,0.0262156453596404
1922,0.0742516667176141,0.0295820097364072
1923,0.0696173987731481,0.032387689800102
1924,0.0685557732314777,0.0349223490869728
1925,0.0772526390480528,0.0378888558074453
1926,0.0832429139760401,0.0410672682039004
1927,0.0893814909998229,0.0444531289374386
1928,0.0935618653933617,0.0478946691882697
1929,0.0944180894487668,0.0511550304801254
1930,0.083396347138917,0.0534145019515735
1931,0.0954029219889984,0.0563570504277962
1932,0.104513959776604,0.0597318866349607
1933,0.0998947645912422,0.0625465011221369
1934,0.107690963011691,0.0657102250113568
1935,0.112898024794161,0.0690171460201357
1936,0.117959940157795,0.0724470570333029
1937,0.124448531947418,0.0760913203952841
1938,0.128766875725924,0.0797828233128553
1939,0.135161312736308,0.0836637478516509
1940,0.137494294672983,0.0874361925728899
1941,0.138460922833095,0.091012005669525
1942,0.139864683279906,0.0944356013164605
1943,0.140362219052123,0.0976541386873758
1944,0.14185256119669,0.100751564136829
1945,0.145193146404956,0.103866030222179
1946,0.154547979035841,0.10741782119504
1947,0.162006960855208,0.111243428102425
1948,0.167613572612393,0.115193847829683
1949,0.171507402212474,0.119140301720829
1950,0.174832704581044,0.123043225313273
1951,0.171978139999181,0.126472584134462
1952,0.172234021282398,0.129679545649789
1953,0.173761922480577,0.132768838618091
1954,0.17475114404993,0.135710958582754
1955,0.177868971310654,0.138665392114725
1956,0.180943714876172,0.141628256973847
1957,0.185208637538307,0.144682370043805
1958,0.190431275158268,0.147888453314226
1959,0.197784242215106,0.1513851502004
1960,0.19939350798591,0.154749575914009
1961,0.200745089061529,0.157972941475387
1962,0.193417422629338,0.160456890714656
1963,0.181573794303116,0.161936763318135
1964,0.122395508117552,0.159165712153678
1965,0.114604328861935,0.156042850412593
1966,0.134723182949572,0.154548768116784
1967,0.172726076028868,0.155822633855263
1968,0.17300556468167,0.157026813647578
1969,0.182533651299394,0.158814332830217
1970,0.194194937053613,0.161293805574193
1971,0.19927522460812,0.16395554342009
1972,0.194099605432082,0.166068039285891
1973,0.199003889334104,0.168376183657269
1974,0.212710043885487,0.171483100582063
1975,0.216993771168063,0.17467248837673
1976,0.201530940122387,0.176554728675065
1977,0.214267463446534,0.17919763712785
1978,0.231424571940723,0.182857700719536
1979,0.246286889596903,0.187302818276062
1980,0.258141894248055,0.192267220720179
1981,0.265356620907002,0.197389325885272
1982,0.273932587534396,0.202753477661642
1983,0.256694341146712,0.206533653374676
1984,0.229517668829882,0.208144373177777
1985,0.250827578941277,0.211135612237683
1986,0.276543043201501,0.215719364999627
1987,0.289856313215006,0.220914882330561
1988,0.303234396208808,0.226683833863149
1989,0.321744206482296,0.233345664776299
1990,0.342546214849367,0.240998439325419
1991,0.353553560234468,0.248886302198725
1992,0.307779191895053,0.253013515908644
1993,0.232014485381908,0.25154190384933
1994,0.272219556476452,0.252990993745439
1995,0.32461550086763,0.258010439204562
1996,0.362495155451818,0.26533272811917
1997,0.385881120768783,0.273780759476055
1998,0.388018744588058,0.281786557472704
1999,0.403361040314364,0.290306497230247
2000,0.431786983734806,0.300221449724487
2001,0.453157752091388,0.310939225794359
2002,0.466961586076774,0.321873272802951
2003,0.473206209918759,0.332478685036027
2004,0.477204792491363,0.342621090646497
2005,0.487113518161123,0.352747119966722
2006,0.493031467050085,0.362578247010324
2007,0.499453540503592,0.372170467578332
2008,0.510782860981416,0.38188442410802
2009,0.527562943801686,0.392093574768152
2010,0.541175287277942,0.402541221180838
2011,0.55575177823186,0.413278217018974
2012,0.571982479237379,0.42440021171524
2013,0.585670593187398,0.435702040048809
2014,0.606604259856199,0.447678867612911
2015,0.618219370754393,0.459630346073066
2016,0.637572779649096,0.472100551818074
2017,0.653774002770677,0.484832227260832
2018,0.671048355039407,0.497882253495555
2019,0.6889742138651,0.511273978078252
2020,0.707343272481005,0.525014514229997
2021,0.726343225729091,0.539123630331854
2022,0.746871128439436,0.553682574999233
2023,0.768187304707324,0.568715066457176
2024,0.788591162708865,0.584123983282494
2025,0.80783178894443,0.599801426303283
2026,0.825483022566752,0.615617192569427
2027,0.842450105673935,0.631513643119791
2028,0.859126219401135,0.647464732465587
2029,0.876748298554105,0.663532924777071
2030,0.894108367662351,0.679691651814471
2031,0.911940660480345,0.695967662341776
2032,0.928847998478115,0.71228791629821
2033,0.946197827156415,0.728680322851153
2034,0.965014903933708,0.745242650293419
2035,0.985412528034783,0.762073755325533
2036,1.00383931143315,0.779016685497555
2037,1.02260029379957,0.79608702476736
2038,1.03894086701556,0.813106222032114
2039,1.05568915560283,0.830106434016749
2040,1.0707111998823,0.846968016008607
2041,1.0851886399325,0.863662517333194
2042,1.09906511934686,0.880159531682311
2043,1.1136562791767,0.896522983746718
2044,1.12891608822514,0.912809092508566
2045,1.14497722565269,0.929079435279306
2046,1.1629330554641,0.945467896981857
2047,1.18059456619634,0.961945573960407
2048,1.19840210314438,0.97851644752562
2049,1.21445779054328,0.995051216844298
2050,1.22815279578849,1.01138697549671
2051,1.24014122843987,1.02741807354296
2052,1.25253033330951,1.0431939407074
2053,1.26492929218776,1.05873315413915
2054,1.27747821823245,1.07406280823081
2055,1.29103951001191,1.08926853549163
2056,1.30598070270659,1.10445572417005
2057,1.32161950014975,1.11967456159071
2058,1.33560998832167,1.13480731629601
2059,1.34931898800314,1.14984029424925
2060,1.36277714213781,1.16476290854928
2061,1.37426248224847,1.17944463867412
2062,1.38507273883931,1.19385505593369
2063,1.39573089363098,1.20800251463952
2064,1.40685770250149,1.22193828620489
2065,1.41819353872542,1.23569185430153
2066,1.43005208619645,1.24931261935272
2067,1.44355014430993,1.26292478510172
2068,1.4572386218878,1.27654229878369
2069,1.47012067670884,1.29010827150869
2070,1.48126745345558,1.30350470697952
2071,1.49106756096775,1.31664911178702
2072,1.499863663962,1.32948878760344
2073,1.50899309366811,1.34206844937245
2074,1.51819543489094,1.35441142851759
2075,1.52694192834225,1.3665023659453
2076,1.535859196406,1.37837089262399
2077,1.54462822765085,1.39002220666267
2078,1.55397962855755,1.40151234278906
2079,1.56417417251059,1.41291168381595
2080,1.5745960139875,1.42424252167437
2081,1.58456431647568,1.43547787305405
2082,1.59339557214089,1.44654474540605
2083,1.60157758172353,1.45740944657518
2084,1.6084871082569,1.46799696910584
2085,1.61543720656891,1.47832958094725
2086,1.6211466112334,1.4883381984297
2087,1.62701291193814,1.49805652235237
2088,1.63353164909753,1.50755061923467
2089,1.64027437724073,1.51685190019574
2090,1.64803794602172,1.52604541828722
2091,1.65680678017717,1.53520917452847
2092,1.66542399192898,1.5443346289319
2093,1.6744362032929,1.55345214726312
2094,1.6808625400741,1.56238106759131
2095,1.68567399212975,1.57102143574297
2096,1.69022916506826,1.57937551341408
2097,1.69434692398125,1.58743270986663
2098,1.69917635975553,1.59526370485084
2099,1.70412202042745,1.60289249560645
2100,1.71016678579692,1.610410277863
2101,1.71736744518293,1.61790583614878
2102,1.72480744830484,1.62539750112868
2103,1.73035663458523,1.63275303720131
2104,1.73536886629279,1.63994435450404
2105,1.73942809409271,1.64691617497442
2106,1.74238729393791,1.65360679099138
2107,1.74556244025625,1.66005104289186
2108,1.74882623500741,1.66627240835532
2109,1.7526457255378,1.67232545042347
2110,1.75707866282915,1.67826495554886
2111,1.76266793407272,1.68417991628381
2112,1.77022170287377,1.69020972468803
2113,1.77539911266764,1.69617979699764
2114,1.77994689361746,1.70205019512876
2115,1.78228496183845,1.70767304757978
2116,1.7851544891931,1.71310294700804
2117,1.78705563922156,1.71828555167836
2118,1.78928435019634,1.7232611474785
2119,1.79177469928268,1.72806257718894
2120,1.79477557370186,1.73273782398456
2121,1.79927158134764,1.73740050970057
2122,1.80497970166932,1.74213645947374
2123,1.81122204327008,1.74697797718619
2124,1.81393309344498,1.7516701917336
2125,1.81728694308841,1.75626861366855
2126,1.81849522400595,1.76062945452099
2127,1.81921765716118,1.76473531576202
2128,1.82049969768921,1.76864328364747
2129,1.82197623814852,1.77238085709891
2130,1.82429948815493,1.77601931476331
2131,1.82806473599285,1.77966665788308
2132,1.83454041409625,1.7835122107185
2133,1.83873221807796,1.78738202883425
2134,1.8424366099514,1.79124025387894
2135,1.84407119665295,1.79494264634854
2136,1.84441760119685,1.79840985118431
2137,1.84390942673418,1.80159846143885
2138,1.84453659714553,1.80460756598917
2139,1.8453821217136,1.80746504685434
2140,1.84654350328417,1.81020366508094
2141,1.84828784878502,1.81287260467492
2142,1.85140909095951,1.81557324163375
2143,1.8550006312739,1.81833631309973
2144,1.85743394024299,1.82107627480993
2145,1.85968833845153,1.82378220822993
2146,1.86128515145127,1.82641041449088
2147,1.86158659370182,1.82887556112999
2148,1.86263919515426,1.83124171660241
2149,1.86309691313277,1.83347412877525
2150,1.86373990598616,1.83559515444219
2151,1.86464041159555,1.8376306460635
2152,1.86583615676575,1.83960728825352
2153,1.86837793248055,1.84162353500095
2154,1.87254448134495,1.84379047492073
2155,1.87665578847923,1.84609367609491
2156,1.87882886394434,1.8483877580594
2157,1.88019015050626,1.85061646972208
2158,1.88045460284079,1.85270752609104
2159,1.87980643819009,1.85460661785094
2160,1.87910469540585,1.85632344312599
2161,1.87893496956409,1.85790805889877
2162,1.87969879138487,1.85943515343139
2163,1.8819086351579,1.86101009503079
2164,1.88587762168465,1.86275281129869
2165,1.89036505797614,1.86468787754585
2166,1.89176785784466,1.86658564256519
2167,1.89350621619641,1.86847223636526
2168,1.89248828116817,1.87015528078505
2169,1.891301456685,1.87163720479212
2170,1.89045048459174,1.87295563944048
2171,1.89013999496839,1.87415991907587
2172,1.89043757846011,1.87530065744552
2173,1.89180458287117,1.87645725253935
2174,1.89500153571597,1.87775683590437
2175,1.89785801540991,1.87916552656412
2176,1.90054583077728,1.88066385828337
2177,1.90213064140314,1.88216825044441
2178,1.90219077488018,1.88357142895687
2179,1.90126393908325,1.88481132006652
2180,1.90064379224687,1.88592085971692
2181,1.8999246880333,1.88690224800533
2182,1.89955814626434,1.88778917335532
2183,1.89931905710371,1.88859718760841
2184,1.89943029058422,1.88935637146496
2185,1.90012893198596,1.89011131250627
2186,1.90174440694347,1.89092655976443
2187,1.9050346237322,1.89191525288729
2188,1.90688700853845,1.89296447352332
2189,1.90870120724812,1.89406730382276
2190,1.91035091632178,1.89520845938669
2191,1.90983569518269,1.89623353607127
2192,1.9088701246658,1.89711910819998
2193,1.90819510512461,1.89789531406445
2194,1.9081460476644,1.89861368547514
2195,1.90840856971116,1.8993001109624
2196,1.90948474282487,1.90001384996332
2197,1.91234551065749,1.90087805274477
2198,1.91588763143585,1.90192992401944
2199,1.91875203079923,1.90310881726257
2200,1.91967966708464,1.9042701024181
2201,1.91954877354093,1.90534083169039
2202,1.91827655911647,1.90624736746841
2203,1.91768289359409,1.90704876913929
2204,1.91735519714062,1.90777104361363
2205,1.91665091476642,1.90839334498401
2206,1.91641580838861,1.90895555921941
2207,1.91619725183672,1.90946305703803
2208,1.91683282320887,1.90997953025128
2209,1.91859728644672,1.91058346260546
2210,1.92087538158165,1.91130472028731
2211,1.92300190776698,1.91212445918589
2212,1.92403861439046,1.91295940318262
2213,1.92463392557723,1.91377755371204
2214,1.92411299323754,1.91450186131398
2215,1.9237259146588,1.91514828297239
2216,1.92227639983737,1.91564782140229
2217,1.92116316734331,1.91603433684583
2218,1.92094302908549,1.91637833799799
2219,1.92119687792905,1.91671602127636
2220,1.92270121768078,1.91713546384038
2221,1.92531135682949,1.91770843042106
2222,1.92781540962276,1.91841672752351
2223,1.93104985712556,1.91930205724602
2224,1.93148183384653,1.92015561599019
2225,1.93042948811029,1.92087560894836
2226,1.9291120224653,1.92145281680763
2227,1.92731485743854,1.92186362861505
2228,1.92656410808454,1.92219303821627
2229,1.92577456873432,1.92244403187497
2230,1.92640260111944,1.92272144840762
2231,1.92849890667744,1.92312633268317
2232,1.9304653802238,1.92364065313482
2233,1.93154071687982,1.92419428960207
2234,1.93280421660088,1.92479767328615
2235,1.93258220500897,1.92534321326928
2236,1.93201952176733,1.92581108896883
2237,1.93037365103613,1.9261308333185
2238,1.92936667469191,1.92635760108195
2239,1.9287206584991,1.92652320414574
2240,1.92867128505613,1.92667374165594
2241,1.92959360535353,1.92687836570387
2242,1.93213705372296,1.92724689456025
2243,1.93499084148688,1.92778959036087
2244,1.93630132434193,1.92838609267826
2245,1.93668853974122,1.92896792816843
2246,1.935589072252,1.92943193794581
2247,1.93396542459176,1.92974964468996
2248,1.93299143029316,1.92997682902503
2249,1.93175576540857,1.93010149688679
2250,1.93078403441821,1.93014932911699
2251,1.92999201349181,1.93013830443798
2252,1.92953272247586,1.93009586525407
2253,1.92993019754931,1.93008425526132
2254,1.93137671882055,1.93017483110755
2255,1.9333958022871,1.93040055676782
2256,1.93421871664468,1.93066813341199
2257,1.93490029102522,1.93096472301752
2258,1.93481713404432,1.93123469998228
2259,1.93369393260507,1.93140704300449
2260,1.93256076564225,1.93148789588694
2261,1.9306232262912,1.93142729984167
2262,1.9291731165349,1.93126932667553
2263,1.92859759142944,1.93108209146949
2264,1.92849432670127,1.93090074091453
2265,1.92976846621038,1.93082139110326
2266,1.93211596457701,1.9309121148123
2267,1.93434635263541,1.93115278619895
2268,1.9365412270015,1.93153040813039
2269,1.93558343519054,1.93181444426676
2270,1.9340929857437,1.93197412445347
2271,1.93194574730452,1.93197213578287
2272,1.9302045502545,1.93184826338904
2273,1.92854665011389,1.93161688633072
2274,1.92782181103571,1.93135092745404
2275,1.92852773967925,1.93115307845479
2276,1.93020174356162,1.93108640890547
2277,1.93175181184877,1.93113304034374
2278,1.93206960951366,1.93119867511117
2279,1.93182627342441,1.93124265720096
2280,1.93074948595911,1.93120809576033
2281,1.92865229234024,1.93102898505665
2282,1.92698472726537,1.93074556347064
2283,1.925907530152,1.93040651409567
2284,1.92512329767145,1.93003626628866
2285,1.92541168181256,1.92971217540857
2286,1.92724924345071,1.92953957313697
2287,1.92971882255764,1.92955213493637
2288,1.93102265262765,1.92965518881617
2289,1.93128096793611,1.9297691234169
2290,1.92885676214215,1.92970518513876
2291,1.92748169330821,1.92954936283128
2292,1.9255850571426,1.92927154428861
2293,1.92367566017624,1.92887938473002
2294,1.92218020660063,1.92840990632671
2295,1.92186033829928,1.92795091259935
2296,1.92329193288012,1.92762441130063
2297,1.9250789582669,1.92744602595202
2298,1.92718235801191,1.92742754810278
2299,1.92769899948248,1.92744657141547
2300,1.92636859345856,1.92737102672025
2301,1.92573972137092,1.92725670484137
2302,1.92540096638037,1.92712665469002
2303,1.92513186360046,1.92698685973046
2304,1.92487713593838,1.92683901028712
2305,1.92462137576715,1.92668359845996
2306,1.92435980424749,1.92652074696155
2307,1.92409291052973,1.9263506041844
2308,1.92382133726839,1.92617335315893
2309,1.92354324441387,1.92598903513808
2310,1.92325985918329,1.92579777448717
2311,1.92296988869843,1.92559959625109
2312,1.92267488538973,1.92539463251393
2313,1.92237432015342,1.9251829690237
2314,1.92206900662936,1.92496474253911
2315,1.9217569812664,1.92473994262912
2316,1.92143921334191,1.92450862752067
2317,1.92111712695292,1.92427095116088
2318,1.92078972199957,1.92402698662126
2319,1.92045720236786,1.92377681614078
2320,1.92011946253796,1.92352050880029
2321,1.91977644174126,1.92325812458079
2322,1.91942950887394,1.92298981519206
2323,1.91907678261712,1.92271558986921
2324,1.91871982401288,1.922435566598
2325,1.91835813316414,1.92214982006295
2326,1.91799162199768,1.92185841354254
2327,1.9176205111981,1.92156142134624
2328,1.91724463711645,1.92125890110742
2329,1.91686510097731,1.9209509835943
2330,1.91648011794778,1.92063766532979
2331,1.91609158498788,1.92031907601943
2332,1.91569775890455,1.91999521411602
2333,1.91530030368539,1.91966619479304
2334,1.91489860807174,1.91933208231561
2335,1.91449382141423,1.91899301699164
2336,1.91408407859687,1.91864899858894
2337,1.91366991652425,1.91830006451784
2338,1.91325256187641,1.91794633553273
2339,1.91283026497654,1.91758780130815
2340,1.91240485876914,1.91722458069502
2341,1.91197571554126,1.91685674022504
2342,1.91154268668645,1.91648433135306
2343,1.91110571238836,1.91610739773601
2344,1.91066482472917,1.91572598221969
2345,1.91022028900689,1.91534014323934
2346,1.90977203697789,1.91494993035254
2347,1.90932106650359,1.914555459574
2348,1.90886559763006,1.91415671404897
2349,1.90840731440158,1.91375379612168
2350,1.90794584389566,1.91334677482968
2351,1.90747990494281,1.91293562458801
2352,1.90701119215466,1.91252044036308
2353,1.90653923487945,1.91210127748279
2354,1.90606386357896,1.91167817551641
2355,1.90558527945051,1.91125118536011
2356,1.9051033437513,1.91082034462017
2357,1.90461812271914,1.91038569290934
2358,1.9041306476717,1.90994733933909
2359,1.90363920484038,1.90950526527342
2360,1.90314447754716,1.90905950126956
2361,1.90264742205318,1.90861014275808
2362,1.9021466394528,1.90815718044644
2363,1.90164356164828,1.90770070604107
2364,1.90113674637344,1.90724070374756
2365,1.90062799714938,1.90677728526916
2366,1.90011651352376,1.90631049838524
2367,1.89960265308797,1.90584041258681
2368,1.89908622600688,1.90536707919129
2369,1.89856832142069,1.90489062224673
2370,1.89804709395508,1.90441102778405
2371,1.8975244676558,1.90392841765026
2372,1.89699950739316,1.90344283961944
2373,1.89647234821182,1.9029543475816
2374,1.89594397102218,1.90246306039231
2375,1.89541252620268,1.9019689589563
2376,1.89487962778225,1.90147213862762
2377,1.89434499661233,1.90097266851519
2378,1.89380804067503,1.90047057139615
2379,1.89326909430906,1.89996589188189
2380,1.89272913748108,1.89945874013348
2381,1.89218630766391,1.89894908806601
2382,1.8916422880568,1.89843702752137
2383,1.89109645840283,1.89792260043754
2384,1.89054894033773,1.89740585433775
2385,1.89000044886034,1.89688688352189
2386,1.88944946836616,1.89636566946778
2387,1.88889747394302,1.8958422983254
2388,1.88834282346605,1.89531673512726
2389,1.88778721745503,1.89478906652879
2390,1.88723005436545,1.89425933095638
2391,1.88667247511171,1.89372764409879
2392,1.88611251906491,1.89319397613641
2393,1.88555154129833,1.89265839430296
2394,1.88498830570538,1.89212087449404
2395,1.88442427327962,1.89158149668094
2396,1.88385893100626,1.89104029927845
2397,1.88329233932205,1.89049732224471
2398,1.88272409229123,1.88995257428957
2399,1.88215557857999,1.88940616083024
2400,1.88158469761759,1.8888580326883
2401,1.88101338151752,1.88830827953425
2402,1.88044096105225,1.88775693785503
2403,1.87986726046438,1.8872040292635
2404,1.87929245489571,1.8866495861318
2405,1.87871619790662,1.88609361428498
2406,1.87813966906293,1.88553620180382
2407,1.87756138671324,1.88497732676227
2408,1.87698274086066,1.88441706618229
2409,1.87640314358246,1.88385545048649
2410,1.87582245083474,1.8832924978709
2411,1.8752406512511,1.88272822445978
2412,1.87465772661601,1.88216264397089
2413,1.87407482791725,1.88159584982185
2414,1.87349027684115,1.88102781126736
2415,1.87290535995047,1.88045858987907
2416,1.87231985111522,1.8798882270665
2417,1.87173239264675,1.87931666619037
2418,1.87114474933246,1.87874397825697
2419,1.87055742683101,1.87817026473303
2420,1.86996850723087,1.87759548556728
2421,1.86937848569829,1.87701963821646
2422,1.86878859083486,1.87644280641596
2423,1.86819727678206,1.87586495969922
2424,1.86760601914801,1.87528617314539
2425,1.86701398386174,1.87470645812039
2426,1.86642138834112,1.87412584043026
2427,1.86582803218974,1.87354433002876
2428,1.86523505698207,1.87296201617365
2429,1.86464063099259,1.87237885350016
2430,1.86404635736099,1.87179491217073
2431,1.86345072820287,1.87121015175826
2432,1.86285514530052,1.8706246329057
2433,1.86225933944007,1.87003839313963
2434,1.86166275878862,1.86945142868431
2435,1.86106580475366,1.86886376415925
2436,1.86046831961398,1.86827541140552
2437,1.85987128372124,1.86768645013741
2438,1.85927298659975,1.86709683461269
2439,1.85867496905823,1.86650663027463
2440,1.8580756535843,1.86591578742817
2441,1.85747682616497,1.86532438502285
2442,1.85687764132352,1.8647324372244
2443,1.85627818899204,1.86413996350827
2444,1.85567819331975,1.86354696265346
2445,1.8550789516886,1.86295352444505
2446,1.85447859076154,1.86235960109251
2447,1.85387875644106,1.86176526349933
2448,1.85327769303425,1.86117045456114
2449,1.85267709183202,1.86057523970108
2450,1.85207636174598,1.85997963833399
2451,1.85147542602261,1.85938366313521
2452,1.85087415461734,1.85878731677828
2453,1.85027279908622,1.85819061937842
2454,1.84967098448394,1.85759356336501
2455,1.84907011995887,1.85699624045111
2456,1.8484683019493,1.8563986025209
2457,1.8478668755743,1.85580069909648
